"","F2","F3","Q38","surveyYear"
"274","It’s where I live. Usually not a long trip for me to go.","Enforcing regulations. With all nationalities of fishermen.","Seems to me Nebraska has a water problem. Should take care of this first of all. I understand water fluctuates but some of our reservoirs are to the point that we cannot even put a boat in the water. That’s a big problem. And why. Is it Colorado Kansas or Nebraska. Seems to me we passed the share water rues years ago. My thought is we caused our own problems.",2025
"275",NA,NA,NA,2025
"276",NA,NA,"When ice-fishing local ponds & lakes, I see people over fishing the legal limits alot.",2025
"277",NA,"Enforce regulations for wake boats on smaller lakes.",NA,2025
"278",NA,NA,NA,2025
"279","Have many lakes & sandpits","Need more stocking on I-80 pits",NA,2025
"280","I just like to fish","More enforcement of rules","Thank you for all the under appreciated work you do.",2025
"281","the opportunity to catch walleye","don't allow live scopes on Nebraska waters and limit the number of tournaments on certain lakes","improve boat ramps on the lakes that are effected by low water levels because of irrigation",2025
"282","I enjoy fishing in Nebraska but I wish we have bigger and more population of crappie like Kansas.",NA,NA,2025
"283","the outdoors taking my grandchildren fishing and to teach them everything my dad taught me. that it is not about catching fish its about the memories","stop taking the fish out of Oliver Ress. in Kimball County the fishing for walleye crappie have went down Hill the last 4 years","Put more pan fish in Oliver Ress. and stop with the pike in the lake. We had a great fisherie untill the pike and the taking the fish out of our lake started happening the last 4 years we average 12 to 14 inch Walleye and before then we averaged 16 to 25 nches We need to stop with the Game and Parks taking fish out of the lake. Thank youy",2025
"284","I love fishing the Elkhorn River but you have destroyed that by releasing river otters in our area. You have destroyed fish in the rivers and ponds!!!!!","Stop listening to environmentalist that no nothing about Nebraska game and parks.","I am totally catch and release. sometimes photo and release. after highwater in Ewing Nebraska we had Asian Carp. My golden retriever loved playing with them but never harmed them. thank you for all you do for people of Nebraska.",2025
"285",NA,NA,NA,2025
"286","Getting outside","I am not well versed enough to answer this question",NA,2025
"287","Being outdoors",NA,NA,2025
"288",NA,NA,NA,2025
"289","The diversity of scenery, adventure and type of fish you can catch.  I can also always find places to fish where noone else will be fishing to avoid competition and just be away from people.","There is definitely a need to increase a law-enforcement presence to prevent over-harvest of fish species all over the state.  Continue to set site and species- specific regulations to encourage more trophy fish and higher densities of quality fish is important.","I really appreciate the work that all of the fisheries folks do as well as those biologists out there developing relationships with local landowners to increase the amount of Open Field and Waters areas, but also to help improve private fisheries that have ""down-stream"" affects to our public waters.",2025
"290","The variety of Fish That I can catch.",NA,NA,2025
"291",NA,NA,"I'm 72 years old now, hell I'm happy to see the sun come up or go down. Making everyday count.",2025
"292","Variety of species and proximity.","Perhaps more fish attractors and/or spawning habitat.  More law enforcement.  More renovation budget.  Less emphasis on campsites, playgrounds, etc.  More public education on fisheries management and what it takes to improve the fisheries.  Seasonal goose deterrent measures... I've seen return usage of large flocks of geese nitrify lakes (e.g. redtail, bassway strip)causing long term damage.  Yeah, unrealistic but I had to throw it out there.  
I've noticed methods that are more efficient at fishery improvement (renovating entire drainage areas on sandhill lakes rather than lakes here and there).  Keep up the good work!",NA,2025
"293",NA,"More access for kayaks at public launch areas - Sherman near the damn was a nightmare the boaters would not allow me to launch or take out - I was so frustrated I never went back wanted to fish the damn","There is access at areas away from the damn. But if you want to paddle to the face of the damn it's a nightmare",2025
"294",NA,"Keep more water in Lake McConaughy",NA,2025
"295","The opportunity to catch fish that are not native to Nebraska Waters, such as trout and wipers.","More enforcement in urban areas. I see violators constantly fishing with too many lines and taking undersized fish.",NA,2025
"296","Lost of lakes to choose from","None","After a decade off, I’m glad to be back on the water and enjoy Nebraska lakes",2025
"297",NA,NA,NA,2025
"298","The scenery","Better stocking and management practices","Access in some areas can be challenging and understanding what needs to be done to improve those areas would require higher license fees which wouldn't be bad if areas had better access/cleaning areas",2025
"299","It's a chance to get away, relax, do something different, make memories with family whether at a park creek, farm pond, just the chance to try.","Make fishing license affordable for families use.","Try to make more access for disabled folks, as many of the people using the parks and fishing areas are older people",2025
"300","Neb has Some Beautiful scenery and The people you Run across","I like Fishing Farm or Ranch Water's Some people are ok with it. Others won't let you because of Some People Show up leave their Junk behind","Nebr has a lot of Good Fishing I like Fishing IN Nebr The law that's Petect's the law and Hunting and Fishing are Nice People (as long as You ARe doing it Right)",2025
"301","I can do some fishing","Improve water clarity and bank access, nothing fancy just not having 50 yards of weeds to cast over in summer would be nice.","Lakes around Omaha are not as well managed for big fish as lakes around Linlcon or the Niger bodies of water, could you please work on that.",2025
"302","Fishing small metro lakes","Eliminate some dense weed lines that make it difficult to fish from the bank","DNR has done a fantastic job renovating metro area lakes",2025
"303",NA,NA,NA,2025
"304","water quality in most areas.","More enforcement of regulations. Certain ethnic groups are guilty of keeping every fish they catch without consequence","You can make all the regulations you want but without enforcement it means nothing.",2025
"305",NA,NA,NA,2025
"306","Having the opportunity to do so. Ability to catch many fish. I prefer crappie and bluegill.","Continue managing the Lake & Park systems. I'm glad when I see Game & Park personnel. Watch for individuals that don't follow fishing regulations.",NA,2025
"307","All The places To Go/ Different seasons","More Live Bait Shops",NA,2025
"308",NA,"Cut back on the catfish stockings.","Lakes and reservoirs seem to have to many catfish.",2025
"309","The variety of game fish.","Try to manage water levels (which is hard, I get it), improve enforcement during critical times (ie: walley spawn at Mac) and continue stocking practices.",NA,2025
"310","canal system","Panfishing limits should not include crappie. I crappie fish and will not keep sunfish or perch because of this stupid rule. I would fish for perch & sunfish more often I it did not apply. Have no problem with perch or sunfish limits by themselves","Canal at Ogall alla trout limits I asnel with. The 14 plus walleye limit is stupid when a hooked and swallowed and bleeding bad. cut the line & string it.",2025
"311","I don't care where I Fish. I just Like Fishing & Nebraska dose have good Fishing you just have to go & injoy the day.","Get out & go Fishing. you can't catch any fish from your easy chair.","We are as good as the next state.",2025
"312",NA,NA,NA,2025
"313",NA,NA,NA,2025
"314","The outdoors with Grand kids!!!","more Boat access to rivers","thank you!!",2025
"315",NA,NA,NA,2025
"316","The variety of fish I can target all within 10 miles from home.","Some lakes need vegatation control in the summer months. Wolf Wildcat","I think it should be an option to have a park sticker on the vehicle lisence plate. When you renew plates have park entry included on vehicle.",2025
"317","Peaceful & Quiet.","Help to make it Rain. Low water.","NG & Parks is doing a very Good job.",2025
"318",NA,NA,NA,2025
"319",NA,NA,NA,2025
"320",NA,NA,NA,2025
"321",NA,NA,NA,2025
"322",NA,NA,NA,2025
"323","Family & Friends",NA,NA,2025
"324","Fun with family",NA,NA,2025
"325","you can fish all over the state, even in the cities.","Uniform fishing regs without the confusion! One reason I only catch & release is your regs Suck!",NA,2025
"326","The many different sceneries when fishing.",NA,"We like to fish at Two Rivers and kayak/paddleboard at Standing Bear. & Lake Wanahoo Feedback: - 32 is repetitive - the agree/disagree q's are kind of confusing - 24:1, personally, would but ""I fish for anything"" at the top so if thats what people do theydon't go through every fish to find that at the end",2025
